ID	adj.P.Val	P.Value	t	logFC	Gene.symbol
213135_at	4.80E-02	2.55E-03	-3.3884424	-0.9361209	TIAM1
238439_at	4.80E-02	2.55E-03	3.3879529	1.39471751	ANKRD22
227329_at	4.80E-02	2.56E-03	-3.3875334	-1.14237264	ZBTB46
229061_s_at	4.81E-02	2.56E-03	3.3872147	0.76657002	SLC25A13
214239_x_at	4.81E-02	2.56E-03	-3.3870825	-0.652356	PCGF2
211700_s_at	4.81E-02	2.56E-03	-3.3867817	-2.18000966	TRO
229407_at	4.81E-02	2.56E-03	-3.3866795	-1.85831119	SDK1
202328_s_at	4.81E-02	2.56E-03	-3.3864318	-1.15256123	LOC101930075///PKD1
209379_s_at	4.81E-02	2.57E-03	-3.386115	-0.94918879	CCSER2
212746_s_at	4.81E-02	2.57E-03	-3.3857785	-1.42981702	CEP170P1///CEP170
213734_at	4.82E-02	2.57E-03	3.3853795	1.0043958	RFC5
223013_at	4.82E-02	2.57E-03	3.3849521	0.49591453	TBL1XR1
226912_at	4.82E-02	2.58E-03	3.3846649	1.2351726	ZDHHC23
234711_s_at	4.82E-02	2.58E-03	-3.3844293	-1.74324282	BCORL1
222877_at	4.82E-02	2.58E-03	-3.3842848	-2.32780436	NRP2
210751_s_at	4.82E-02	2.58E-03	-3.3840706	-1.39200386	RGN
208438_s_at	4.83E-02	2.58E-03	-3.3835187	-1.04489108	FGR
204068_at	4.83E-02	2.58E-03	-3.3834946	-0.8818133	STK3
208289_s_at	4.83E-02	2.58E-03	3.3833867	0.7159506	EI24
218098_at	4.83E-02	2.58E-03	3.3832141	0.68223035	ARFGEF2
1557918_s_at	4.83E-02	2.59E-03	3.382602	1.81451544	SLC16A1
200844_s_at	4.83E-02	2.59E-03	3.3825662	0.94968845	PRDX6
240899_at	4.83E-02	2.59E-03	-3.3820634	-1.55994145	
213170_at	4.83E-02	2.59E-03	-3.3817531	-1.19368436	GPX7
210542_s_at	4.83E-02	2.59E-03	-3.3817439	-0.88000115	SLCO3A1
229500_at	4.83E-02	2.59E-03	3.381685	0.89106792	SLC30A9
203295_s_at	4.84E-02	2.60E-03	-3.3807705	-2.01245149	ATP1A2
232067_at	4.84E-02	2.60E-03	-3.3805083	-2.30017971	FAXC
228370_at	4.85E-02	2.60E-03	-3.3800452	-1.42096064	LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///IPW
215088_s_at	4.86E-02	2.61E-03	3.3790876	0.6653414	SDHC
211964_at	4.86E-02	2.61E-03	-3.37889	-1.13576035	COL4A2
223437_at	4.86E-02	2.61E-03	3.3788649	0.60545679	PPARA
219458_s_at	4.86E-02	2.61E-03	3.378663	0.59664846	NSUN3
225124_at	4.86E-02	2.61E-03	-3.3785078	-1.25271327	PPP1R9B
234320_at	4.86E-02	2.62E-03	-3.3780614	-1.45639211	CD244
205730_s_at	4.86E-02	2.62E-03	-3.3779235	-0.96388073	ABLIM3
223338_s_at	4.87E-02	2.62E-03	3.3771577	0.55622544	ATPIF1
228837_at	4.87E-02	2.62E-03	-3.3771049	-1.77967732	TCF4
235349_at	4.87E-02	2.62E-03	3.3770584	1.22330502	RMDN2
211916_s_at	4.87E-02	2.62E-03	3.3768853	1.27438744	MYO1A
212308_at	4.88E-02	2.63E-03	-3.3759836	-0.738301	CLASP2
201941_at	4.88E-02	2.63E-03	3.3752991	0.7555541	CPD
1556984_at	4.88E-02	2.64E-03	-3.3749588	-0.91172393	
214199_at	4.89E-02	2.64E-03	-3.3742218	-1.48990342	SFTPD
227046_at	4.90E-02	2.64E-03	3.3736236	0.81748383	SLC39A11
231641_at	4.90E-02	2.65E-03	-3.3731752	-1.84276314	
212117_at	4.90E-02	2.65E-03	-3.3728545	-0.92758142	RHOQ
222757_s_at	4.90E-02	2.65E-03	-3.3726095	-0.66257513	ZAK
226817_at	4.91E-02	2.66E-03	3.3718498	1.63556881	DSC2
219276_x_at	4.91E-02	2.66E-03	3.3717246	0.86768782	CAAP1
219970_at	4.91E-02	2.66E-03	3.3713488	1.31218735	GIPC2
1554327_a_at	4.91E-02	2.66E-03	3.3709161	2.58862078	CANT1
205422_s_at	4.91E-02	2.66E-03	-3.3709012	-1.84601355	ITGBL1
226590_at	4.91E-02	2.66E-03	-3.3708598	-1.43871456	ZNF618
204103_at	4.91E-02	2.66E-03	-3.3707518	-1.334654	CCL4
238121_at	4.92E-02	2.66E-03	3.3705456	0.98567227	GK5
229649_at	4.92E-02	2.67E-03	-3.3703205	-2.15000724	NRXN3
224505_s_at	4.92E-02	2.67E-03	-3.3699699	-1.63856197	PLCD4
238809_at	4.93E-02	2.67E-03	-3.3691667	-2.2159616	C5orf51
205858_at	4.93E-02	2.67E-03	-3.3690521	-2.10416573	NGFR
202051_s_at	4.93E-02	2.68E-03	-3.3683874	-0.65871938	ZMYM4
209695_at	4.93E-02	2.68E-03	-3.368289	-0.85323074	PTP4A3
215955_x_at	4.93E-02	2.68E-03	3.3680424	2.11473559	ARHGAP26
222938_x_at	4.94E-02	2.68E-03	3.3675639	1.49574137	ENPP3
1553436_at	4.94E-02	2.69E-03	-3.3671068	-1.78156588	MUC19
204834_at	4.94E-02	2.69E-03	-3.3671028	-0.69970314	FGL2
236081_at	4.94E-02	2.69E-03	-3.3669939	-2.30547879	SNCA
206262_at	4.94E-02	2.69E-03	3.3669694	2.81174049	ADH1C
220648_at	4.94E-02	2.69E-03	-3.3669048	-1.82202145	ADARB2
226636_at	4.94E-02	2.69E-03	3.3665541	1.03963275	PLD1
218974_at	4.94E-02	2.69E-03	-3.3660945	-1.41826613	SOBP
208629_s_at	4.94E-02	2.69E-03	3.3658577	0.94453216	HADHA
214482_at	4.94E-02	2.70E-03	-3.3656277	-1.18900281	ZBTB25
208393_s_at	4.94E-02	2.70E-03	3.3655638	0.51975037	RAD50
206784_at	4.95E-02	2.70E-03	3.3650796	2.27848749	AQP8
241089_at	4.95E-02	2.70E-03	-3.3645935	-2.02617784	ZNF562
228266_s_at	4.95E-02	2.70E-03	-3.3643581	-1.24885379	HDGFRP3
226513_at	4.95E-02	2.71E-03	3.3641441	0.66346842	ASB7
218041_x_at	4.95E-02	2.71E-03	-3.364107	-0.56168432	SLC38A2
212684_at	4.95E-02	2.71E-03	3.3640876	0.87386697	ZNF3
210292_s_at	4.95E-02	2.71E-03	-3.3638725	-1.90042506	PCDH11Y///PCDH11X
203582_s_at	4.95E-02	2.71E-03	3.3638705	0.8816922	SPHAR///RAB4A
225163_at	4.95E-02	2.71E-03	-3.3635539	-1.09488091	FRMD4A
201641_at	4.95E-02	2.71E-03	-3.3632592	-1.00335572	BST2
218644_at	4.95E-02	2.71E-03	3.3632548	1.86586235	PLEK2
240557_at	4.96E-02	2.71E-03	-3.3627812	-0.84564336	TSC22D2
210355_at	4.96E-02	2.72E-03	-3.3623932	-1.30589754	PTHLH
226213_at	4.96E-02	2.72E-03	3.3622609	1.45606788	ERBB3
209440_at	4.96E-02	2.72E-03	-3.3621956	-0.85778444	PRPS1
224655_at	4.97E-02	2.72E-03	3.3615162	0.75780155	AK3
1552903_at	4.97E-02	2.72E-03	3.3614761	1.91539335	B4GALNT2
235427_at	4.97E-02	2.73E-03	-3.361016	-0.63157813	CFLAR
226911_at	4.97E-02	2.73E-03	-3.3610088	-1.50075752	EGFLAM
241094_at	4.97E-02	2.73E-03	-3.3606382	-1.98847697	
230774_at	4.97E-02	2.73E-03	3.3605243	1.91256693	PTGR2
221732_at	4.97E-02	2.73E-03	3.3604175	1.22427573	CANT1
213040_s_at	4.97E-02	2.73E-03	-3.360237	-2.01123452	NPTXR
221239_s_at	4.98E-02	2.74E-03	-3.3595829	-1.60736735	FCRL2
221734_at	4.98E-02	2.74E-03	3.3591642	1.2460645	PRRC1
209845_at	4.98E-02	2.74E-03	3.3588971	0.62694709	MKRN1
225548_at	4.99E-02	2.75E-03	3.3579296	1.06862931	SHROOM3
225475_at	4.99E-02	2.75E-03	3.3577328	0.58869225	MIER1
219944_at	4.99E-02	2.75E-03	-3.3575012	-1.89307471	CLIP4
227178_at	4.99E-02	2.75E-03	-3.3571387	-0.86485052	CELF2
208944_at	4.99E-02	2.75E-03	-3.357112	-0.81044764	TGFBR2
219046_s_at	4.99E-02	2.75E-03	-3.356945	-1.08256133	PKNOX2
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
